Demand
9.570048
10.1165728
10.4824864
10.4519936
11.8312064
12.8867264
10.8319808
10.9140768
9.9125056
9.863248
10.344096
10.0884256
10.7334656
10.3042208
11.2190048
10.953952
10.3980448
10.6982816
9.054016
9.1572224
8.7561248
8.8030368
8.9625376
9.054016
9.9969472
10.7569216
11.1322176
11.4957856
12.7037696
13.6889216
12.1994656
10.649024
10.1752128
9.6122688
9.8069536
10.3464416
10.2948384
11.3667776
11.2799904
11.3480128
12.0047808
10.3253312
9.3378336
9.0141408
8.8710592
8.4160128
8.6341536
9.0727808
9.7717696
10.7287744
10.7475392
10.8812384
12.6052544
13.2502944
11.8054048
11.4136896
10.6982816
10.0837344
10.6560608
10.5528544
9.9359616
9.9125056
11.2377696
10.9023488
10.5458176
11.2565344
10.1822496
9.5020256
9.699056
9.1431488
9.3659808
9.863248
10.262
10.96568
11.1462912
11.2448064
11.6552864
13.592752
11.153328
11.0970336
11.3972704
10.0063296
10.355824
10.344096
11.0454304
10.2643456
10.6513696
10.4824864
10.0180576
9.1619136
8.749088
8.6927936
8.526256
8.3174976
8.2494752
8.0712096
8.2166368
8.0547904
8.6881024
8.5942784
8.8851328
9.3612896
9.1806784
8.9695744
9.4551136
9.1501856
8.7678528
8.9906848
8.3831744
9.3307968
8.7561248
8.7092128
8.6927936
8.7983456
8.6177344
8.514528
8.4746528
8.4629248
8.4981088
8.6224256
8.749088
8.9179712
9.511408
10.0813888
10.156448
11.3339392
11.0524672
10.7850688
10.2784192
9.1619136
8.796
8.6693376
8.5332928
9.2393184
9.5419008
9.9476896
9.9078144
10.0133664
9.0798176
8.221328
8.3409536
8.666992
8.573168
8.760816
8.8992064
9.3519072
9.8468288
9.5888128
11.3034464
10.4519936
9.6826368
9.605232
8.6998304
9.0610528
9.1290752
9.7670784
10.7053184
9.8069536
9.3143776
7.939856
8.4253952
8.9156256
8.2658944
7.939856
8.0594816
7.7662816
7.9234368
7.939856
8.3128064
9.0375968
9.3448704
9.581776
10.9023488
11.7068896
9.8702848
10.344096
10.308912
9.85152
10.0579328
9.1501856
9.886704
9.6967104
9.8702848
9.3659808
9.3847456
9.5184448
8.8053824
8.702176
8.5872416
8.3784832
7.9773856
8.3174976
8.4535424
8.8757504
9.5160992
9.9476896
11.0899968
12.3402016
11.9555232
11.4019616
10.5411264
8.6036608
9.5067168
9.546592
10.0415136
9.6427616
10.7170464
9.5489376
10.1423744
10.6279136
9.804608
8.9062432
8.784272
8.6881024
8.4511968
8.713904
9.3190688
10.3159488
10.2455808
11.0853056
11.939104
12.0493472
11.1111072
11.411344
10.5340896
10.2127424
10.8155616
10.1611392
10.5153248
9.4105472
9.8444832
9.652144
10.2596544
9.61696
8.9343904
8.6693376
8.26824
8.010224
7.8155392
7.9468928
7.7592448
8.3995936
8.8757504
8.9766112
10.3159488
10.5950752
9.511408
9.1032736
9.1924064
8.537984
8.6998304
8.784272
8.2354016
8.7795808
9.7201664
9.276848
9.4574592
9.1337664
7.892944
8.4511968
8.2166368
8.2870048
8.1017024
8.3315712
7.986768
8.3174976
8.491072
8.9906848
8.9343904
9.9547264
10.2643456
10.4824864
9.9594176
10.0110208
9.7201664
9.5301728
9.4480768
10.2526176
9.194752
9.8843584
9.194752
8.5567488
8.831184
8.3878656
8.5684768
8.3057696
8.0055328
8.0289888
8.455888
8.749088
9.1103104
9.6779456
9.7999168
10.4308832
10.015712
9.7014016
10.0462048
10.1048448
10.0579328
9.9007776
9.4809152
10.2690368
11.153328
9.6967104
10.7240832
9.5794304
9.0633984
8.4066304
8.7185952
8.3995936
8.1533056
8.5684768
9.0094496
9.546592
9.9781824
10.32064
11.7702208
12.1361344
11.352704
10.7639584
10.367552
10.1634848
10.6912448
11.0876512
11.5684992
10.4566848
11.2307328
10.2057056
10.7334656
10.4168096
9.5325184
9.4316576
9.4949888
9.0024128
9.1853696
9.0610528
9.2838848
9.6849824
9.6427616
9.6028864
10.426192
11.4629472
10.7991424
10.285456
9.229936
10.0485504
10.2643456
10.625568
10.1118816
9.9148512
10.625568
10.2315072
9.5020256
9.5090624
8.6411904
8.573168
8.3831744
8.2119456
8.021952
8.1720704
8.1251584
8.3949024
8.5403296
9.4386944
9.9547264
10.2948384
9.5559744
9.300304
9.0258688
9.194752
9.229936
9.183024
9.1267296
8.948464
9.1806784
10.0720064
8.8569856
9.5419008
8.6623008
8.233056
7.986768
7.8249216
7.7006048
8.1697248
7.9609664
8.4019392
8.3761376
9.0845088
9.5160992
10.1752128
8.9789568
8.8757504
9.1689504
8.9437728
8.9343904
9.194752
8.7913088
8.6857568
9.3964736
8.760816
8.56144
9.335488
8.67872
8.162688
8.5028
8.3949024
8.479344
8.6271168
9.1759872
10.1587936
10.8319808
11.3034464
12.7178432
13.498928
12.8022848
12.3660032
12.6474752
10.3159488
10.9375328
10.6560608
10.7709952
11.3691232
10.918768
11.4864032
11.9226848
11.2190048
11.6083744
11.0665408
11.5192416
11.411344
11.61072
11.974288
